x,y,z
-6.020650640130043030e-02,6.409937888383865356e-02,1.107875816524028778e-02
-5.613718554377555847e-02,6.502873450517654419e-02,1.512816920876502991e-02
-5.446593090891838074e-02,6.288497149944305420e-02,1.821042224764823914e-02
-5.453740432858467102e-02,6.051189452409744263e-02,2.057705819606781006e-02
-6.757921725511550903e-02,5.824692919850349426e-02,1.347518526017665863e-02
-6.771281361579895020e-02,5.600882694125175476e-02,1.625280082225799561e-02
-6.383926421403884888e-02,5.272762477397918701e-02,1.845197565853595734e-02
-6.978169828653335571e-02,6.063049659132957458e-02,1.664880104362964630e-02
-6.820376217365264893e-02,6.543593853712081909e-02,1.553776953369379044e-02
-6.397233903408050537e-02,7.400010526180267334e-02,2.874507009983062744e-02
-6.140348687767982483e-02,7.123795896768569946e-02,2.472306974232196808e-02
-6.245453283190727234e-02,7.118016481399536133e-02,2.398856170475482941e-02
-6.535990536212921143e-02,7.421403378248214722e-02,2.736639790236949921e-02
-5.969247967004776001e-02,6.882492452859878540e-02,1.927880570292472839e-02
-6.126642972230911255e-02,6.941791623830795288e-02,1.973012275993824005e-02
-6.403464078903198242e-02,6.872615218162536621e-02,1.725228875875473022e-02
-6.705673038959503174e-02,7.192472368478775024e-02,2.124143019318580627e-02
-7.154116779565811157e-02,6.785050779581069946e-02,2.070811204612255096e-02
-7.362128049135208130e-02,7.106043398380279541e-02,2.361615933477878571e-02
-6.935322284698486328e-02,7.482562959194183350e-02,2.455781400203704834e-02
-6.804104149341583252e-02,6.689575314521789551e-02,1.690810173749923706e-02
-6.743487715721130371e-02,7.593967765569686890e-02,2.878080308437347412e-02
-6.684359163045883179e-02,7.580484449863433838e-02,3.002687729895114899e-02
-6.331019103527069092e-02,6.762808561325073242e-02,1.565813645720481873e-02
-5.686999112367630005e-02,6.570439040660858154e-02,2.184877544641494751e-02
-6.035980954766273499e-02,6.935742497444152832e-02,2.693405933678150177e-02
-6.319683045148849487e-02,7.195062935352325439e-02,3.076242096722126007e-02
-6.634505093097686768e-02,7.364740222692489624e-02,3.287675604224205017e-02
-6.155810505151748657e-02,6.601850688457489014e-02,2.876280434429645538e-02
-6.421068310737609863e-02,6.927014142274856567e-02,3.180403634905815125e-02
-6.715419143438339233e-02,7.078165560960769653e-02,3.339315950870513916e-02
-6.344211101531982422e-02,6.333526223897933960e-02,2.948286384344100952e-02
-6.587946414947509766e-02,6.651260703802108765e-02,3.212802857160568237e-02
-5.781631544232368469e-02,5.794496834278106689e-02,2.328704483807086945e-02
-5.662931129336357117e-02,6.189834326505661011e-02,2.299999073147773743e-02
-6.791969388723373413e-02,6.868349760770797729e-02,3.299944475293159485e-02
-7.113283127546310425e-02,7.594516128301620483e-02,2.929615601897239685e-02
-7.207979261875152588e-02,7.338836789131164551e-02,3.222788870334625244e-02
-7.078262418508529663e-02,7.635830342769622803e-02,2.778673917055130005e-02
-7.245988398790359497e-02,6.637600064277648926e-02,2.035334706306457520e-02
-7.526385784149169922e-02,6.994016468524932861e-02,2.461421862244606018e-02
-7.291549444198608398e-02,6.391362845897674561e-02,2.143633738160133362e-02
-7.599367201328277588e-02,6.764256954193115234e-02,2.591421827673912048e-02
-7.484623044729232788e-02,7.302030175924301147e-02,2.713396772742271423e-02
-7.412239164113998413e-02,7.352153956890106201e-02,2.633596025407314301e-02
-5.601655691862106323e-02,5.679729208350181580e-02,2.155268192291259766e-02
-5.980736017227172852e-02,5.352588370442390442e-02,2.065057307481765747e-02
-6.150126829743385315e-02,5.491541326045989990e-02,2.245245128870010376e-02
-6.687755137681961060e-02,6.108031421899795532e-02,2.922123856842517853e-02
-6.530076265335083008e-02,5.445116013288497925e-02,2.028043009340763092e-02
-6.980121880769729614e-02,5.850016325712203979e-02,1.922535151243209839e-02
-7.210563123226165771e-02,6.199552491307258606e-02,2.376971021294593811e-02
-7.023046165704727173e-02,6.088544800877571106e-02,2.690532431006431580e-02
-7.469856739044189453e-02,6.576850265264511108e-02,2.769357711076736450e-02
-7.267410308122634888e-02,6.397985666990280151e-02,2.896770276129245758e-02
-6.913184374570846558e-02,6.439880281686782837e-02,3.190999478101730347e-02
-7.470927387475967407e-02,6.850386410951614380e-02,3.026504255831241608e-02
-7.574627548456192017e-02,7.102383673191070557e-02,2.868890576064586639e-02
-7.154048234224319458e-02,7.030827552080154419e-02,3.301098197698593140e-02
-7.306148856878280640e-02,6.657372415065765381e-02,3.113141469657421112e-02
-7.060962915420532227e-02,6.796602159738540649e-02,3.282571211457252502e-02
-3.748485073447227478e-02,2.181827835738658905e-02,-4.867081530392169952e-03
-6.329416483640670776e-02,2.741858921945095062e-02,-8.052084594964981079e-03
-6.557359546422958374e-02,2.428282052278518677e-02,-7.806320209056138992e-03
-6.369251012802124023e-02,2.209082804620265961e-02,-8.789307437837123871e-03
-6.069885566830635071e-02,2.469006739556789398e-02,-8.755248971283435822e-03
-6.211333721876144409e-02,3.151475638151168823e-02,-1.874158903956413269e-02
-6.132451444864273071e-02,3.190971538424491882e-02,-1.405266113579273224e-02
-5.776188150048255920e-02,2.938265353441238403e-02,-1.563502848148345947e-02
-5.855948850512504578e-02,2.895498275756835938e-02,-2.011234126985073090e-02
-6.568232178688049316e-02,2.827757969498634338e-02,-2.214108221232891083e-02
-6.265449523925781250e-02,2.588539756834506989e-02,-2.354429848492145538e-02
-5.650339648127555847e-02,2.702183090150356293e-02,-2.198052033782005310e-02
-5.522723123431205750e-02,2.697479538619518280e-02,-1.750942878425121307e-02
-4.506167769432067871e-02,1.733646541833877563e-02,-2.082244120538234711e-02
-4.570458084344863892e-02,1.712871529161930084e-02,-2.620419487357139587e-02
-5.280189961194992065e-02,-1.414346625097095966e-03,-2.263538166880607605e-02
-4.960155487060546875e-02,-1.768798450939357281e-03,-1.729923672974109650e-02
-5.348320305347442627e-02,5.300757009536027908e-03,-1.607470773160457611e-02
-5.524000152945518494e-02,4.455528687685728073e-03,-1.994331181049346924e-02
-6.180447340011596680e-02,3.030170500278472900e-02,-1.038190163671970367e-02
-5.863382294774055481e-02,2.767077647149562836e-02,-1.090299896895885468e-02
-6.571081280708312988e-02,1.480626873672008514e-02,-1.581865549087524414e-02
-6.365302950143814087e-02,1.623927988111972809e-02,-1.206631213426589966e-02
-6.594429910182952881e-02,1.941466145217418671e-02,-1.024144142866134644e-02
-6.835652887821197510e-02,1.772935129702091217e-02,-1.343706622719764709e-02
-4.667109623551368713e-02,2.236378146335482597e-03,-1.389989722520112991e-02
-4.386265575885772705e-02,5.672180559486150742e-03,-1.175989676266908646e-02
-4.706947132945060730e-02,9.967204183340072632e-03,-1.244219858199357986e-02
-5.100647360086441040e-02,7.934900000691413879e-03,-1.340721547603607178e-02
-4.548819735646247864e-02,1.467375922948122025e-02,-1.373279653489589691e-02
-6.637340784072875977e-02,1.595216244459152222e-02,-1.997325196862220764e-02
-6.471893191337585449e-02,1.941722258925437927e-02,-2.418559975922107697e-02
-5.504465103149414062e-02,6.762300617992877960e-03,-2.888363599777221680e-02
-5.516115948557853699e-02,4.458775278180837631e-03,-2.471967600286006927e-02
-5.615172535181045532e-02,2.548442780971527100e-02,-1.314899418503046036e-02
-6.122973561286926270e-02,1.926946826279163361e-02,-9.930453263223171234e-03
-5.836182832717895508e-02,2.211161516606807709e-02,-9.897206909954547882e-03
-6.078032031655311584e-02,2.428606152534484863e-02,-2.572934888303279877e-02
-6.702315062284469604e-02,2.129216864705085754e-02,-2.253405377268791199e-02
-7.811478525400161743e-02,2.578577026724815369e-02,-1.478790678083896637e-02
-7.145525515079498291e-02,1.973962597548961639e-02,-1.722259633243083954e-02
-7.075488567352294922e-02,1.960509084165096283e-02,-1.255660038441419601e-02
-7.794418185949325562e-02,2.545428089797496796e-02,-1.186381559818983078e-02
-6.889817863702774048e-02,1.825201697647571564e-02,-1.807299070060253143e-02
-6.982852518558502197e-02,2.349856309592723846e-02,-2.137646637856960297e-02
-7.048480212688446045e-02,3.321007266640663147e-02,-6.112184375524520874e-03
-7.316503673791885376e-02,2.878366410732269287e-02,-6.454327143728733063e-03
-6.926373392343521118e-02,3.538434579968452454e-02,-8.218795061111450195e-03
-4.996605962514877319e-02,1.429427973926067352e-02,-3.101631440222263336e-02
-7.027552276849746704e-02,3.632009029388427734e-02,-1.535542868077754974e-02
-6.946286559104919434e-02,3.687602654099464417e-02,-1.125095505267381668e-02
-6.824099272489547729e-02,2.174539119005203247e-02,-9.307232685387134552e-03
-7.614696770906448364e-02,2.623448520898818970e-02,-8.399723097681999207e-03
-7.677730917930603027e-02,2.829822339117527008e-02,-1.759734563529491425e-02
-7.313226908445358276e-02,3.295945376157760620e-02,-1.895433291792869568e-02
-7.924787700176239014e-02,3.197906166315078735e-02,-1.636391319334506989e-02
-7.556112110614776611e-02,3.555902466177940369e-02,-1.721521839499473572e-02
-7.283401489257812500e-02,3.856062889099121094e-02,-1.280460041016340256e-02
-7.180822640657424927e-02,3.808658942580223083e-02,-9.607411921024322510e-03
-7.196615636348724365e-02,3.642415627837181091e-02,-7.006612140685319901e-03
-8.073268830776214600e-02,2.957245148718357086e-02,-1.350597199052572250e-02
-8.041987568140029907e-02,2.871812880039215088e-02,-1.081022527068853378e-02
-7.816505432128906250e-02,2.875422686338424683e-02,-7.970671169459819794e-03
-8.381621539592742920e-02,3.290480375289916992e-02,-1.219315640628337860e-02
-8.281354606151580811e-02,3.723290190100669861e-02,-1.443803589791059494e-02
-8.217205852270126343e-02,4.709298163652420044e-02,-5.152846220880746841e-03
-7.916546612977981567e-02,4.486377164721488953e-02,-6.874917075037956238e-03
-7.985982298851013184e-02,4.476960375905036926e-02,-7.904808036983013153e-03
-8.267535269260406494e-02,4.724616557359695435e-02,-6.135416217148303986e-03
-7.611159980297088623e-02,4.206717386841773987e-02,-1.024246402084827423e-02
-7.761150598526000977e-02,4.254088550806045532e-02,-1.068834774196147919e-02
-7.901339977979660034e-02,4.061210155487060547e-02,-1.350241526961326599e-02
-8.247239142656326294e-02,4.434207826852798462e-02,-1.174566522240638733e-02
-8.697077631950378418e-02,4.080486297607421875e-02,-1.186487730592489243e-02
-8.914248645305633545e-02,4.391003027558326721e-02,-9.986230172216892242e-03
-8.504224568605422974e-02,4.681193083524703979e-02,-1.031400915235280991e-02
-8.307334780693054199e-02,3.928216919302940369e-02,-1.410093158483505249e-02
-8.462391048669815063e-02,4.927370324730873108e-02,-6.271905265748500824e-03
-8.527968078851699829e-02,4.961681738495826721e-02,-4.775536712259054184e-03
-7.795985788106918335e-02,3.945157676935195923e-02,-1.436650101095438004e-02
-7.432303577661514282e-02,4.027496278285980225e-02,-7.082416675984859467e-03
-7.902085036039352417e-02,4.433894529938697815e-02,-4.251170903444290161e-03
-8.293507993221282959e-02,4.743622243404388428e-02,-2.695356262847781181e-03
-8.662515878677368164e-02,4.912024363875389099e-02,-2.667357446625828743e-03
-7.876921445131301880e-02,4.232401400804519653e-02,-2.852125326171517372e-03
-8.359596878290176392e-02,4.585353285074234009e-02,-1.251457375474274158e-03
-8.693802356719970703e-02,4.719070345163345337e-02,-1.284033874981105328e-03
-7.980038970708847046e-02,3.939402848482131958e-02,-1.636867877095937729e-03
-8.422374725341796875e-02,4.351711645722389221e-02,-4.519694775808602571e-04
-7.519314438104629517e-02,3.484889492392539978e-02,-3.940763417631387711e-03
-7.431151717901229858e-02,3.787771984934806824e-02,-4.992522299289703369e-03
-8.686158806085586548e-02,4.561041295528411865e-02,-8.037668885663151741e-04
-8.887931704521179199e-02,4.962587356567382812e-02,-6.924172863364219666e-03
-8.995463699102401733e-02,4.826915264129638672e-02,-3.895918605849146843e-03
-8.791086077690124512e-02,4.949712008237838745e-02,-9.439984336495399475e-03
-8.780295401811599731e-02,3.942929953336715698e-02,-1.160939410328865051e-02
-9.085135906934738159e-02,4.324297606945037842e-02,-8.967232890427112579e-03
-8.820359408855438232e-02,3.739951178431510925e-02,-9.895799681544303894e-03
-9.143485128879547119e-02,4.181765392422676086e-02,-7.095790468156337738e-03
-9.111788123846054077e-02,4.658820852637290955e-02,-7.482118904590606689e-03
-8.977562934160232544e-02,4.682593047618865967e-02,-9.400980547070503235e-03
-7.348939776420593262e-02,3.404364362359046936e-02,-5.215836223214864731e-03
-7.517631351947784424e-02,3.062922507524490356e-02,-5.784900858998298645e-03
-7.760301977396011353e-02,3.203495219349861145e-02,-4.955235868692398071e-03
-8.221708983182907104e-02,3.668862581253051758e-02,-2.199384849518537521e-03
-8.051650971174240112e-02,3.042782656848430634e-02,-7.189211435616016388e-03
-8.282998949289321899e-02,3.095720335841178894e-02,-9.948461316525936127e-03
-8.739272505044937134e-02,3.596583753824234009e-02,-7.399661932140588760e-03
-8.558124303817749023e-02,3.556215390563011169e-02,-4.637013189494609833e-03
-9.070006012916564941e-02,4.111335054039955139e-02,-4.926972556859254837e-03
-8.870314806699752808e-02,4.036823660135269165e-02,-2.656385535374283791e-03
-8.627385646104812622e-02,4.111055284738540649e-02,-6.245530094020068645e-04
-9.086253494024276733e-02,4.496926069259643555e-02,-3.374410094693303108e-03
-9.154728800058364868e-02,4.595698788762092590e-02,-5.059744697064161301e-03
-8.956094086170196533e-02,4.660719633102416992e-02,-2.221839502453804016e-03
-8.957774937152862549e-02,4.380776360630989075e-02,-2.110730856657028198e-03
-8.846334367990493774e-02,4.453117027878761292e-02,-1.182107371278107166e-03
-5.402264371514320374e-02,1.146727125160396099e-03,-2.568009123206138611e-02
5.074828118085861206e-02,3.035118058323860168e-02,-1.948226802051067352e-02
4.714979603886604309e-02,2.887167222797870636e-02,-1.532476861029863358e-02
5.214702337980270386e-02,1.859461702406406403e-02,-6.743856705725193024e-03
4.758750647306442261e-02,2.227903343737125397e-02,-6.561544258147478104e-03
5.791458114981651306e-02,1.707263290882110596e-02,-8.925535716116428375e-03
6.182070821523666382e-02,2.035191841423511505e-02,-1.750243082642555237e-02
6.065889820456504822e-02,1.731890067458152771e-02,-1.333814952522516251e-02
4.523236677050590515e-02,2.631513588130474091e-02,-9.537809528410434723e-03
5.512710660696029663e-02,2.936548367142677307e-02,-2.253533154726028442e-02
6.014847010374069214e-02,2.486953698098659515e-02,-2.189772017300128937e-02
5.760191008448600769e-02,3.426522761583328247e-02,-1.827414147555828094e-02
6.272093951702117920e-02,2.970997989177703857e-02,-1.757724955677986145e-02
6.514532119035720825e-02,2.523972094058990479e-02,-1.303696259856224060e-02
6.355094164609909058e-02,2.205967530608177185e-02,-8.619713596999645233e-03
6.046299636363983154e-02,2.102313376963138580e-02,-5.261043552309274673e-03
5.222846567630767822e-02,3.509319946169853210e-02,-1.555620227009057999e-02
4.825927317142486572e-02,3.387163206934928894e-02,-1.148695964366197586e-02
4.680889099836349487e-02,2.958534285426139832e-02,-6.372743286192417145e-03
5.355690792202949524e-02,4.033691436052322388e-02,-1.078703161329030991e-02
6.185917928814888000e-02,4.505151510238647461e-02,-7.795174606144428253e-03
7.366135716438293457e-02,4.367670416831970215e-02,3.407211741432547569e-03
7.184638828039169312e-02,3.824396803975105286e-02,4.249673511367291212e-04
7.130975276231765747e-02,4.089355096220970154e-02,-9.574426803737878799e-04
7.338678091764450073e-02,4.538999870419502258e-02,1.836010836996138096e-03
7.050400972366333008e-02,3.612744063138961792e-02,-3.707699012011289597e-03
6.994318962097167969e-02,3.890041634440422058e-02,-3.682737238705158234e-03
6.729749590158462524e-02,4.179223626852035522e-02,-6.790072657167911530e-03
6.878907978534698486e-02,4.553520306944847107e-02,-4.316105041652917862e-03
6.359791010618209839e-02,4.560752213001251221e-02,-6.996746174991130829e-03
6.367920339107513428e-02,4.855210706591606140e-02,-4.942676983773708344e-03
7.041943818330764771e-02,4.936173930764198303e-02,-2.063179854303598404e-03
7.447574287652969360e-02,4.883500561118125916e-02,2.021753927692770958e-03
7.240274548530578613e-02,5.297792702913284302e-02,3.356525267008692026e-04
7.476954907178878784e-02,4.874717816710472107e-02,4.990195855498313904e-03
6.731536239385604858e-02,4.094186425209045410e-02,-7.447263691574335098e-03
6.773463636636734009e-02,2.879041805863380432e-02,-3.095878288149833679e-03
7.027433067560195923e-02,3.521579876542091370e-02,2.315719611942768097e-03
7.235188037157058716e-02,4.184780642390251160e-02,6.352013908326625824e-03
7.309532165527343750e-02,4.826625436544418335e-02,7.497612386941909790e-03
6.642785668373107910e-02,3.434802591800689697e-02,5.029502324759960175e-03
6.812623888254165649e-02,4.140578210353851318e-02,7.838884368538856506e-03
6.827970594167709351e-02,4.717433825135231018e-02,8.550410158932209015e-03
6.175449863076210022e-02,3.573748469352722168e-02,5.928907077759504318e-03
6.408292800188064575e-02,4.254899919033050537e-02,7.842710241675376892e-03
5.595304816961288452e-02,2.468403056263923645e-02,-9.574945433996617794e-04
6.275713443756103516e-02,2.457654103636741638e-02,-1.360555761493742466e-03
6.551225483417510986e-02,4.639645293354988098e-02,7.904204539954662323e-03
7.236957550048828125e-02,5.479230359196662903e-02,3.445308422669768333e-03
7.008230686187744141e-02,5.400459840893745422e-02,5.965654272586107254e-03
6.044155731797218323e-02,4.920561984181404114e-02,-4.932653158903121948e-03
6.546049565076828003e-02,5.236933007836341858e-02,-2.591569442301988602e-03
6.256300956010818481e-02,5.332663655281066895e-02,-1.759299077093601227e-03
5.694695934653282166e-02,4.827128350734710693e-02,-4.020007327198982239e-03
6.048713997006416321e-02,5.330945178866386414e-02,-1.342553732683882117e-04
6.667689234018325806e-02,5.581266060471534729e-02,7.197262602858245373e-04
6.802580505609512329e-02,5.409642308950424194e-02,-1.381345791742205620e-03
5.453072488307952881e-02,2.153498120605945587e-02,-3.500826423987746239e-03
4.929650574922561646e-02,2.436114102602005005e-02,-4.283406306058168411e-03
5.064169317483901978e-02,2.806083299219608307e-02,-2.096974290907382965e-03
5.610387027263641357e-02,3.873471915721893311e-02,4.424730315804481506e-03
4.835133999586105347e-02,3.378599882125854492e-02,-4.111472982913255692e-03
4.991995543241500854e-02,3.861466422677040100e-02,-7.873430848121643066e-03
5.501539260149002075e-02,4.667002707719802856e-02,-1.633294858038425446e-03
5.409884452819824219e-02,4.323596507310867310e-02,1.533787115477025509e-03
5.920562893152236938e-02,5.112468078732490540e-02,2.616147743538022041e-03
5.918591469526290894e-02,4.843835532665252686e-02,4.312715493142604828e-03
6.095451489090919495e-02,4.518701881170272827e-02,6.714823655784130096e-03
6.298163533210754395e-02,5.272683501243591309e-02,5.052882246673107147e-03
6.474953144788742065e-02,5.547470599412918091e-02,2.935548080131411552e-03
6.638696044683456421e-02,5.140949785709381104e-02,7.358455564826726913e-03
6.198902055621147156e-02,5.030743032693862915e-02,5.610564723610877991e-03
6.387917697429656982e-02,4.876251891255378723e-02,7.218413986265659332e-03
-4.612934589385986328e-02,-7.850487716495990753e-03,-1.896471157670021057e-02
-4.100531339645385742e-02,-4.165085963904857635e-03,-1.508430205285549164e-02
-3.861115500330924988e-02,-1.016808301210403442e-02,-1.945056766271591187e-02
-3.399112075567245483e-02,-1.754960045218467712e-02,-2.570865675806999207e-02
-3.529180586338043213e-02,-2.355813980102539062e-02,-3.506510332226753235e-02
-2.772936969995498657e-02,-1.354096643626689911e-02,-2.435737103223800659e-02
-3.283001855015754700e-02,-6.578609813004732132e-03,-1.756560243666172028e-02
-3.637471795082092285e-02,1.427648472599685192e-03,-1.096633821725845337e-02
-1.807856187224388123e-02,-1.529455929994583130e-02,-2.880281955003738403e-02
